/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/A Classic Education - NightOwl_150.00_158.00.wav,Split,Start,End,Duration,Words,Lyric,chunk_path,has_lyrics
James May - All Souls Moon,Train,127,132,5,7,we step outside the bone we wore,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - All Souls Moon_127.00_132.00.wav,True
James May - All Souls Moon,Train,132,137,5,6,leave behind the world once more,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - All Souls Moon_132.00_137.00.wav,True
James May - All Souls Moon,Train,137,145,8,12,du du du du du du du du du du du du,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - All Souls Moon_137.00_145.00.wav,True
James May - All Souls Moon,Train,145,150,5,12,du du du du du du du du du du du du,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - All Souls Moon_145.00_150.00.wav,True
James May - All Souls Moon,Train,150,159,9,18,du du du du du du du du du du du du du du du du du du,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - All Souls Moon_150.00_159.00.wav,True
James May - All Souls Moon,Train,159,170,11,19,du du du du du du du du du du du du du du du du du du du,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - All Souls Moon_159.00_170.00.wav,True
James May - All Souls Moon,Train,170,176,6,8,tonight in the orbe of face of light,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - All Souls Moon_170.00_176.00.wav,True
James May - All Souls Moon,Train,176,185,9,9,smiling down beaming through clouds of misty memories worlds,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - All Souls Moon_176.00_185.00.wav,True
James May - All Souls Moon,Train,185,193,8,10,it's a line of silver thread to the other side,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - All Souls Moon_185.00_193.00.wav,True
James May - All Souls Moon,Train,192,200,8,8,this all souls moon confides in both worlds,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - All Souls Moon_192.00_200.00.wav,True
James May - All Souls Moon,Train,200,208,8,8,this all souls moon abates 'bove the worlds,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - All Souls Moon_200.00_208.00.wav,True
James May - All Souls Moon,Train,208,216,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - All Souls Moon_208.00_216.00.wav,False
James May - Dont Let Go,Train,0,9,9,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_0.00_9.00.wav,False
James May - Dont Let Go,Train,9,18,9,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_9.00_18.00.wav,False
James May - Dont Let Go,Train,18,23,5,8,did i just see something in your eyes,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_18.00_23.00.wav,True
James May - Dont Let Go,Train,22,27,5,6,like a little look of surprise,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_22.00_27.00.wav,True
James May - Dont Let Go,Train,26,33,7,11,was there a start of a smile that's heard its heart,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_26.00_33.00.wav,True
James May - Dont Let Go,Train,33,39,6,11,call the way did you just read something on my face,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_33.00_39.00.wav,True
James May - Dont Let Go,Train,39,47,8,11,in the spirals that i traced by those particles of grace,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_39.00_47.00.wav,True
James May - Dont Let Go,Train,47,52,5,7,passing through the clouds of my soul,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_47.00_52.00.wav,True
James May - Dont Let Go,Train,52,61,9,10,wouldn't i shine like crystal clear like an undistorted mirror,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_52.00_61.00.wav,True
James May - Dont Let Go,Train,61,66,5,4,but i'm broken down,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_61.00_66.00.wav,True
James May - Dont Let Go,Train,66,74,8,8,cracked of fear and i know that's so,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_66.00_74.00.wav,True
James May - Dont Let Go,Train,74,80,6,6,yes i know that's so hard,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_74.00_80.00.wav,True
James May - Dont Let Go,Train,80,86,6,4,for you to see,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_80.00_86.00.wav,True
James May - Dont Let Go,Train,86,93,7,6,don't let go of me now,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_86.00_93.00.wav,True
James May - Dont Let Go,Train,93,98,5,5,take all off my hand,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_93.00_98.00.wav,True
James May - Dont Let Go,Train,97,105,8,8,walk me to some sweet and holy land,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_97.00_105.00.wav,True
James May - Dont Let Go,Train,104,112,8,6,of a rose and with stilia,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_104.00_112.00.wav,True
James May - Dont Let Go,Train,112,121,9,9,appear was it the little things that we said,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_112.00_121.00.wav,True
James May - Dont Let Go,Train,121,125,4,6,or those little ways we hit,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_121.00_125.00.wav,True
James May - Dont Let Go,Train,125,133,8,13,is there a part of the fire that set its flame blown out,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_125.00_133.00.wav,True
James May - Dont Let Go,Train,133,142,9,13,there is a pool beneath his gym what better time to jump in,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_133.00_142.00.wav,True
James May - Dont Let Go,Train,142,151,9,8,to the deep mysterious place beneath our skin,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_142.00_151.00.wav,True
James May - Dont Let Go,Train,151,160,9,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_151.00_160.00.wav,False
James May - Dont Let Go,Train,160,167,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_160.00_167.00.wav,False
James May - Dont Let Go,Train,167,173,6,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_167.00_173.00.wav,False
James May - Dont Let Go,Train,173,184,11,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_173.00_184.00.wav,False
James May - Dont Let Go,Train,184,190,6,5,and i know that's so,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_184.00_190.00.wav,True
James May - Dont Let Go,Train,190,196,6,6,yes i know that's so hard,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_190.00_196.00.wav,True
James May - Dont Let Go,Train,196,201,5,4,for me to see,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_196.00_201.00.wav,True
James May - Dont Let Go,Train,201,209,8,6,don't let go of me now,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_201.00_209.00.wav,True
James May - Dont Let Go,Train,209,213,4,5,keep hold of my hand,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_209.00_213.00.wav,True
James May - Dont Let Go,Train,213,220,7,8,reave me with your long and golden strands,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_213.00_220.00.wav,True
James May - Dont Let Go,Train,220,231,11,5,all the kisses delirias appear,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - Dont Let Go_220.00_231.00.wav,True
James May - If You Say,Train,0,10,10,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_0.00_10.00.wav,False
James May - If You Say,Train,10,18,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_10.00_18.00.wav,False
James May - If You Say,Train,18,25,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_18.00_25.00.wav,False
James May - If You Say,Train,25,31,6,5,if you say good bye,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_25.00_31.00.wav,True
James May - If You Say,Train,31,40,9,8,and you walk away you won't hear me,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_31.00_40.00.wav,True
James May - If You Say,Train,40,50,10,10,crying you won't see the dark clouds on my face,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_40.00_50.00.wav,True
James May - If You Say,Train,50,55,5,5,if you say you care,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_50.00_55.00.wav,True
James May - If You Say,Train,55,61,6,5,but you can't be here,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_55.00_61.00.wav,True
James May - If You Say,Train,61,71,10,11,i won't try to hold you i won't burn my wishes,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_61.00_71.00.wav,True
James May - If You Say,Train,71,75,4,3,in your ear,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_71.00_75.00.wav,True
James May - If You Say,Train,75,83,8,10,but i still want you baby more than those ways,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_75.00_83.00.wav,True
James May - If You Say,Train,83,87,4,3,i used to,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_83.00_87.00.wav,True
James May - If You Say,Train,87,93,6,6,cause i still long to taste,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_87.00_93.00.wav,True
James May - If You Say,Train,93,99,6,9,all of the fruits of the love we'd make,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_93.00_99.00.wav,True
James May - If You Say,Train,99,105,6,5,if you say you'll try,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_99.00_105.00.wav,True
James May - If You Say,Train,105,110,5,5,but you are not sure,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_105.00_110.00.wav,True
James May - If You Say,Train,111,120,9,10,you won't catch me fighting i will cast my hope,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_111.00_120.00.wav,True
James May - If You Say,Train,120,125,5,5,in a lake that's pure,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_120.00_125.00.wav,True
James May - If You Say,Train,125,133,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_125.00_133.00.wav,False
James May - If You Say,Train,133,140,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_133.00_140.00.wav,False
James May - If You Say,Train,140,149,9,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_140.00_149.00.wav,False
James May - If You Say,Train,149,158,9,9,can i still kiss you there're so many ways,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_149.00_158.00.wav,True
James May - If You Say,Train,158,164,6,6,i'd need to feel you close,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_158.00_164.00.wav,True
James May - If You Say,Train,164,170,6,8,squeeze you tight baby all through the day,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_164.00_170.00.wav,True
James May - If You Say,Train,170,179,9,7,and into night if you say hello,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_170.00_179.00.wav,True
James May - If You Say,Train,179,185,6,5,and you come my way,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_179.00_185.00.wav,True
James May - If You Say,Train,186,195,9,10,you might see me crying but you'll see the joy,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_186.00_195.00.wav,True
James May - If You Say,Train,195,201,6,4,that's on my face,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_195.00_201.00.wav,True
James May - If You Say,Train,201,210,9,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_201.00_210.00.wav,False
James May - If You Say,Train,210,216,6,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_210.00_216.00.wav,False
James May - If You Say,Train,216,222,6,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_216.00_222.00.wav,False
James May - If You Say,Train,222,229,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_222.00_229.00.wav,False
James May - If You Say,Train,229,237,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_229.00_237.00.wav,False
James May - If You Say,Train,237,245,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_237.00_245.00.wav,False
James May - If You Say,Train,245,253,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - If You Say_245.00_253.00.wav,False
James May - On The Line,Train,0,7,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_0.00_7.00.wav,False
James May - On The Line,Train,7,13,6,9,it's the season the train pulls in the stop,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_7.00_13.00.wav,True
James May - On The Line,Train,13,21,8,8,conductor smiles and says you call me pup,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_13.00_21.00.wav,True
James May - On The Line,Train,21,26,5,6,climb abord now it's warm inside,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_21.00_26.00.wav,True
James May - On The Line,Train,26,33,7,10,and all he asks of you is please don't hide,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_26.00_33.00.wav,True
James May - On The Line,Train,33,40,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_33.00_40.00.wav,False
James May - On The Line,Train,40,46,6,9,where're you're going he is not about to say,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_40.00_46.00.wav,True
James May - On The Line,Train,46,53,7,9,but there's a knowing look upon his weathered face,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_46.00_53.00.wav,True
James May - On The Line,Train,53,59,6,10,from the north a cold wind howls down the track,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_53.00_59.00.wav,True
James May - On The Line,Train,60,66,6,10,but all it says to you is don't turn back,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_60.00_66.00.wav,True
James May - On The Line,Train,66,73,7,6,with whose eyes do we see,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_66.00_73.00.wav,True
James May - On The Line,Train,73,83,10,10,with what heart can we find peace with whose smile,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_73.00_83.00.wav,True
James May - On The Line,Train,83,90,7,7,do we shine will our passion become,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_83.00_90.00.wav,True
James May - On The Line,Train,90,95,5,5,fiend on the earthbound line,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_90.00_95.00.wav,True
James May - On The Line,Train,95,100,5,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_95.00_100.00.wav,False
James May - On The Line,Train,100,106,6,9,fast as light the train has long since disappeared,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_100.00_106.00.wav,True
James May - On The Line,Train,106,112,6,10,you swim with demons in that soup of human fear,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_106.00_112.00.wav,True
James May - On The Line,Train,112,119,7,10,since something drops it's like you're rolling down a hill,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_112.00_119.00.wav,True
James May - On The Line,Train,119,126,7,12,and all you've asked is do you like the way it feels,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_119.00_126.00.wav,True
James May - On The Line,Train,126,132,6,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_126.00_132.00.wav,False
James May - On The Line,Train,132,140,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_132.00_140.00.wav,False
James May - On The Line,Train,140,147,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_140.00_147.00.wav,False
James May - On The Line,Train,147,152,5,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_147.00_152.00.wav,False
James May - On The Line,Train,152,158,6,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_152.00_158.00.wav,False
James May - On The Line,Train,158,164,6,8,in a heartbeat the whole scape can change,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_158.00_164.00.wav,True
James May - On The Line,Train,164,170,6,11,take you far away from your home back on a range,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_164.00_170.00.wav,True
James May - On The Line,Train,170,176,6,10,a raven comes there is a knock at your door,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_170.00_176.00.wav,True
James May - On The Line,Train,177,183,6,9,but all he says to you is never more,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_177.00_183.00.wav,True
James May - On The Line,Train,183,190,7,7,with whose arms do we hold with,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_183.00_190.00.wav,True
James May - On The Line,Train,189,194,5,6,with what grace can we grow,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_189.00_194.00.wav,True
James May - On The Line,Train,194,202,8,7,old with whose life do we entwine,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_194.00_202.00.wav,True
James May - On The Line,Train,202,212,10,10,how much golden can we mine on this earthbound line,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_202.00_212.00.wav,True
James May - On The Line,Train,212,220,8,12,how much sweetness do we how much laughter can we how much,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_212.00_220.00.wav,True
James May - On The Line,Train,220,228,8,8,heaven will we find on the earthbound line,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_220.00_228.00.wav,True
James May - On The Line,Train,228,236,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_228.00_236.00.wav,False
James May - On The Line,Train,236,243,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_236.00_243.00.wav,False
James May - On The Line,Train,243,250,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/James May - On The Line_243.00_250.00.wav,False
Jay Menon - Through My Eyes,Train,0,4,4,5,if you could hold yourself,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_0.00_4.00.wav,True
Jay Menon - Through My Eyes,Train,4,8,4,3,in these arms,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_4.00_8.00.wav,True
Jay Menon - Through My Eyes,Train,8,15,7,9,if you could breathe you weren't in the dark,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_8.00_15.00.wav,True
Jay Menon - Through My Eyes,Train,15,22,7,11,if you could look at you from my point of view,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_15.00_22.00.wav,True
Jay Menon - Through My Eyes,Train,22,30,8,7,you'd understand the magic in my heart,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_22.00_30.00.wav,True
Jay Menon - Through My Eyes,Train,30,38,8,8,through my eyes i see forever and you,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_30.00_38.00.wav,True
Jay Menon - Through My Eyes,Train,38,42,4,5,all my dreams and desires,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_38.00_42.00.wav,True
Jay Menon - Through My Eyes,Train,42,46,4,5,a lie then come true,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_42.00_46.00.wav,True
Jay Menon - Through My Eyes,Train,46,53,7,11,you are seen my destiny and the meaning in my life,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_46.00_53.00.wav,True
Jay Menon - Through My Eyes,Train,53,60,7,8,you'd understand if you could only see yourself,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_53.00_60.00.wav,True
Jay Menon - Through My Eyes,Train,60,66,6,3,through my eyes,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_60.00_66.00.wav,True
Jay Menon - Through My Eyes,Train,66,71,5,6,if you could feel my heart,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_66.00_71.00.wav,True
Jay Menon - Through My Eyes,Train,71,82,11,10,skip inside when i catch your eye and you smile,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_71.00_82.00.wav,True
Jay Menon - Through My Eyes,Train,82,90,8,11,if you could feel the way you take my breath away,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_82.00_90.00.wav,True
Jay Menon - Through My Eyes,Train,90,97,7,9,when i watch you softly sleeping late at night,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_90.00_97.00.wav,True
Jay Menon - Through My Eyes,Train,97,105,8,8,through my eyes i see forever and you,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_97.00_105.00.wav,True
Jay Menon - Through My Eyes,Train,105,113,8,10,all my dreams and desires a lie then come true,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_105.00_113.00.wav,True
Jay Menon - Through My Eyes,Train,113,120,7,12,and you are seen my destiny and the meaning in my life,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_113.00_120.00.wav,True
Jay Menon - Through My Eyes,Train,120,127,7,8,you'd understand if you could only see yourself,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_120.00_127.00.wav,True
Jay Menon - Through My Eyes,Train,127,135,8,7,through my eyes and i have tried,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_127.00_135.00.wav,True
Jay Menon - Through My Eyes,Train,135,145,10,14,over a thousand times to tell you but empty words don't tell the truth,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_135.00_145.00.wav,True
Jay Menon - Through My Eyes,Train,145,150,5,4,so it stays inside,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_145.00_150.00.wav,True
Jay Menon - Through My Eyes,Train,150,161,11,18,but if i could only show you what i see every time i cast my eyes on you,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_150.00_161.00.wav,True
Jay Menon - Through My Eyes,Train,161,170,9,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_161.00_170.00.wav,False
Jay Menon - Through My Eyes,Train,170,176,6,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_170.00_176.00.wav,False
Jay Menon - Through My Eyes,Train,176,185,9,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_176.00_185.00.wav,False
Jay Menon - Through My Eyes,Train,185,192,7,2,you'd understand,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_185.00_192.00.wav,True
