Song,Start,End,Duration,Lyric,Lyric_clean,Prediction,Prediction_clean,WER,CER,Words
Lushlife - Toynbee Suite,31.0,41.0,10.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,41.0,48.0,7.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,48.0,58.0,10.0,i started walking with the birds wishing wed never die never be lost and gone if we levitate or we reach the sky all a lie all my life i always wondered why,i started walking with the birds wishing wed never die never be lost and gone if we levitate or we reach the sky all a lie all my life i always wondered why," I started walking with the birds, wishing we'd never die, never be lost and gone if we levitate Don't we reach the sky all the lie, all my life I always wonder why",i started walking with the birds wishing wed never die never be lost and gone if we levitate dont we reach the sky all the lie all my life i always wonder why,0.09090909090909091,0.05128205128205128,33
Lushlife - Toynbee Suite,58.0,64.0,6.0,the promises of the gods is just flaws of the human mind human lives depreciated molecules is,the promises of the gods is just flaws of the human mind human lives depreciated molecules is," The promises of the gods are just flaws of the human mind Human lies depreciated, my liqueurs is f-",the promises of the gods are just flaws of the human mind human lies depreciated my liqueurs is f,0.29411764705882354,0.13978494623655913,17
Lushlife - Toynbee Suite,64.0,74.0,10.0,vibrating til they alleviated the face of everything everywhere is forever changing so why bottomline technology wont be the spaceship thats on some outer space shit,vibrating til they alleviated the face of everything everywhere is forever changing so why bottomline technology wont be the spaceship thats on some outer space shit, Vibrating till they alleviated the face of everything Everywhere is forever changing So why bottom line technology won't be the spaceship That's also how the spaceship,vibrating till they alleviated the face of everything everywhere is forever changing so why bottom line technology wont be the spaceship thats also how the spaceship,0.3076923076923077,0.08484848484848485,26
Lushlife - Toynbee Suite,74.0,80.0,6.0,right now if heaven dont exist then it dont mean it wont its just the next ledge of evolution that we could hope,right now if heaven dont exist then it dont mean it wont its just the next ledge of evolution that we could hope, Right now if heaven don't exist then it don't mean it won't It's just the next leg of evolution that we could hope,right now if heaven dont exist then it dont mean it wont its just the next leg of evolution that we could hope,0.043478260869565216,0.017857142857142856,23
Lushlife - Toynbee Suite,80.0,86.0,6.0,they build the data build a ladder then we rise up sing it black spin it back a puzzle til they wise up,they build the data build a ladder then we rise up sing it black spin it back a puzzle til they wise up," They build the data, build the ladder, then we rise up, sing it black, spin it back a puzzle till they wise up.",they build the data build the ladder then we rise up sing it black spin it back a puzzle till they wise up,0.08695652173913043,0.038834951456310676,23
Lushlife - Toynbee Suite,86.0,96.0,10.0,but they wont listen im spitting rapping tradition the vision of every human in history wizen living its gold dust larry king hellion gold rush thats what i,but they wont listen im spitting rapping tradition the vision of every human in history wizen living its gold dust larry king hellion gold rush thats what i," But they won't listen, I'm spitting Wrapping tradition, the vision of every human in history Wizzin' livin' his gold dust Larry King, Hell, the young gold rush That's what I'm f-",but they wont listen im spitting wrapping tradition the vision of every human in history wizzin livin his gold dust larry king hell the young gold rush thats what im f,0.32142857142857145,0.10897435897435898,28
Lushlife - Toynbee Suite,96.0,100.0,4.0,begged and i tried and they had me choked up murder every journalist,begged and i tried and they had me choked up murder every journalist," I begged and I tried and they had me choked up, murder every journalist.",i begged and i tried and they had me choked up murder every journalist,0.07692307692307693,0.029411764705882353,13
Lushlife - Toynbee Suite,100.0,109.0,9.0,they wont hear a word of it tell em what i could see in the asphalt they heard of it why david mamet dont lie you deserving it spitting truth in the cracks of the,they wont hear a word of it tell em what i could see in the asphalt they heard of it why david mamet dont lie you deserving it spitting truth in the cracks of the," They won't hear a word of it, tell them what I can see and the ass fault, they heard of it. Why, David, man, don't lie, you deserve it and spitting truth in the cracks of the-",they wont hear a word of it tell them what i can see and the ass fault they heard of it why david man dont lie you deserve it and spitting truth in the cracks of the,0.22857142857142856,0.13580246913580246,35
Lushlife - Toynbee Suite,109.0,118.0,9.0,asphalt they heard of it murder every journalist they wont hear a word of it tell em what i could see in the asphalt they heard of it why david mamet,asphalt they heard of it murder every journalist they wont hear a word of it tell em what i could see in the asphalt they heard of it why david mamet, as fault they heard of it murder every journalist they won't hear a word of it tell them what I could see in the asphalt they heard of it why David Mamet,as fault they heard of it murder every journalist they wont hear a word of it tell them what i could see in the asphalt they heard of it why david mamet,0.0967741935483871,0.03355704697986577,31
Lushlife - Toynbee Suite,118.0,126.0,8.0,dont lie you deserving it spitting truth in the cracks of the asphalt they heard of it,dont lie you deserving it spitting truth in the cracks of the asphalt they heard of it," Don't lie, you deserve it, it's spitting truth in the cracks of the asphalt, they heard of it.",dont lie you deserve it its spitting truth in the cracks of the asphalt they heard of it,0.11764705882352941,0.05813953488372093,17
Lushlife - Toynbee Suite,126.0,135.0,9.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,135.0,143.0,8.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,143.0,150.0,7.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,150.0,156.0,6.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,156.0,161.0,5.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,161.0,169.0,8.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,169.0,175.0,6.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,175.0,183.0,8.0,set trips in visual clips several fist along scripts this monolith in blur tap matter format shattered the attic swells all parallel data lost,set trips in visual clips several fist along scripts this monolith in blur tap matter format shattered the attic swells all parallel data lost, Set trips and visual clips several fits the long scripts the smile of left and blurred tap metaphor match out of the adductor swell apparel of data loss,set trips and visual clips several fits the long scripts the smile of left and blurred tap metaphor match out of the adductor swell apparel of data loss,0.7916666666666666,0.3873239436619718,24
Lushlife - Toynbee Suite,183.0,193.0,10.0,this black orbit flushed dust settle on plan zee your planet is stumped in a trance to cause puppets to run amuck controlling terror in an era thats pushed back steps through the mirror while reality cracks shift,this black orbit flushed dust settle on plan zee your planet is stumped in a trance to cause puppets to run amuck controlling terror in an era thats pushed back steps through the mirror while reality cracks shift," Black or it flush, dust settle on plant Z, your planet's dumb and the trans cause puppets to run amok Stoke all the terror and the ever that's pushed back steps through the marijuana reality class ship",black or it flush dust settle on plant z your planets dumb and the trans cause puppets to run amok stoke all the terror and the ever thats pushed back steps through the marijuana reality class ship,0.631578947368421,0.2971698113207547,38
Lushlife - Toynbee Suite,193.0,198.0,5.0,hate to pretend surrender time and again the possibilities insist its never an end,hate to pretend surrender time and again the possibilities insist its never an end, They pretend to run the time and again the possibility insists it's never an end.,they pretend to run the time and again the possibility insists its never an end,0.42857142857142855,0.21951219512195122,14
Lushlife - Toynbee Suite,198.0,209.0,11.0,dream seems to be shattered from jump your looking at me im looking at you do we need to agree memory banks flooded gut human condition all premonition is lost here but nobody listens nobody listens,dream seems to be shattered from jump your looking at me im looking at you do we need to agree memory banks flooded gut human condition all premonition is lost here but nobody listens nobody listens," dreams seems to be shattered from junk. You're looking at me. I'm looking at you. Do we need to agree? Memory banks, flooding, got human condition, or premonition as law says, but nobody listens. Nobody listens.",dreams seems to be shattered from junk youre looking at me im looking at you do we need to agree memory banks flooding got human condition or premonition as law says but nobody listens nobody listens,0.25,0.09595959595959595,36
Lushlife - Toynbee Suite,209.0,215.0,6.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,215.0,222.0,7.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,222.0,231.0,9.0,if you watch then the words just come alive and the dream feel real in a lullaby why im spending my life telling them otherwise if she dies then im live,if you watch then the words just come alive and the dream feel real in a lullaby why im spending my life telling them otherwise if she dies then im live, If you watch and the words just come alive and the dream feel real and the lullaby Why spending my life telling them otherwise if she died and I'm live,if you watch and the words just come alive and the dream feel real and the lullaby why spending my life telling them otherwise if she died and im live,0.1935483870967742,0.1118421052631579,31
Lushlife - Toynbee Suite,231.0,240.0,9.0,on the other side so i drive all night just to tell em maybe if they see it then the world wont dead em ghosts in they heads and they just wont listen so im back on the block in the lac with a mission,on the other side so i drive all night just to tell em maybe if they see it then the world wont dead em ghosts in they heads and they just wont listen so im back on the block in the lac with a mission, on the other side so I drive all night just to tell them maybe if they see it then the world won't let them ghost in the heads and it just won't listen so I'm back on the block in the lack with the mission,on the other side so i drive all night just to tell them maybe if they see it then the world wont let them ghost in the heads and it just wont listen so im back on the block in the lack with the mission,0.17777777777777778,0.085,45
Lushlife - Toynbee Suite,240.0,248.0,8.0,im a spit a shortwave transmission interrupting the hellions on the television floss when they living lost in the myriad lies of politicians lost in the prism,im a spit a shortwave transmission interrupting the hellions on the television floss when they living lost in the myriad lies of politicians lost in the prism, I'm a spit and short wave transmission interrupting the hell he ons on the television Floss when they livin' Lost in the myriad lies and politicians Lost in the prism,im a spit and short wave transmission interrupting the hell he ons on the television floss when they livin lost in the myriad lies and politicians lost in the prism,0.2962962962962963,0.06962025316455696,27
Lushlife - Toynbee Suite,248.0,256.0,8.0,all i really want is birds in the junipers if the world dont stop from the lucifers ill be happy that they live in the universe eternally yours waiting here for jupiter,all i really want is birds in the junipers if the world dont stop from the lucifers ill be happy that they live in the universe eternally yours waiting here for jupiter," All I really wanted was birds and the junipers. If the world don't stop from the Lucifers, I'll be happy when they're live in the universe. Eternally yours waiting here for Jupiter.",all i really wanted was birds and the junipers if the world dont stop from the lucifers ill be happy when theyre live in the universe eternally yours waiting here for jupiter,0.15625,0.06547619047619048,32
Lushlife - Toynbee Suite,266.0,275.0,9.0,plus back home i never answer the phone im all alone south philly hellion thugs like a terrordome never known sleep with the birds until they send me home,plus back home i never answer the phone im all alone south philly hellion thugs like a terrordome never known sleep with the birds until they send me home, I never answer the phone. I'm all alone South Philly hell young thugs is like a terror don't never know sleep with the birds until they Send me home,i never answer the phone im all alone south philly hell young thugs is like a terror dont never know sleep with the birds until they send me home,0.3103448275862069,0.16883116883116883,29
Lushlife - Toynbee Suite,275.0,281.0,6.0,knight ridder nightmare nighttimes im dead and gone with all the lights out the birds is chirping im steady working my,knight ridder nightmare nighttimes im dead and gone with all the lights out the birds is chirping im steady working my," Night, night, night, man, night, times I'm dead and gone With all the lights out, the birds is chirping I'm steady working my",night night night man night times im dead and gone with all the lights out the birds is chirping im steady working my,0.2857142857142857,0.0847457627118644,21
Lushlife - Toynbee Suite,281.0,291.0,10.0,life out thats that accordion humming before the nights out cause when they send em to get me they read my rights out black then its lights out secure the blast door or flee the country with,life out thats that accordion humming before the nights out cause when they send em to get me they read my rights out black then its lights out secure the blast door or flee the country with, life out that's that accordion humming before the night's out because when they send him to get me they read my rights out black then it's lights out secure the blast door or flee the country,life out thats that accordion humming before the nights out because when they send him to get me they read my rights out black then its lights out secure the blast door or flee the country,0.08108108108108109,0.04736842105263158,37
Lushlife - Toynbee Suite,291.0,301.0,10.0,money and just a passport the grinning man is just spinning inside the task force so i dont want to be asking him what the mask for thats what the last bol this aint bradbury,money and just a passport the grinning man is just spinning inside the task force so i dont want to be asking him what the mask for thats what the last bol this aint bradbury, Money in just a passport The grinning man is just spinning inside the task force So I don't wanna be asking them what the mask for That's what the last bowl This ain't Bradbury,money in just a passport the grinning man is just spinning inside the task force so i dont wanna be asking them what the mask for thats what the last bowl this aint bradbury,0.14285714285714285,0.05172413793103448,35
Lushlife - Toynbee Suite,301.0,310.0,9.0,this aint roddenberry its just a matter of fact this isnt monetary the monastery is a hellion cult thats out to get me out to wet me with a million volts and,this aint roddenberry its just a matter of fact this isnt monetary the monastery is a hellion cult thats out to get me out to wet me with a million volts and," This ain't Roddenberry, it's just a matter of fact This isn't monetary, the monastery is a hell of a cult This out to get me out to wet me with a million volts And I'm",this aint roddenberry its just a matter of fact this isnt monetary the monastery is a hell of a cult this out to get me out to wet me with a million volts and im,0.15625,0.05732484076433121,32
Lushlife - Toynbee Suite,334.0,343.0,9.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,343.0,352.0,9.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,352.0,361.0,9.0,santiago chile to new york city or back to philly im working on a scheme a dream for the millions phenomenon that i seen,santiago chile to new york city or back to philly im working on a scheme a dream for the millions phenomenon that i seen," San Diego, Chile, the New York City, you're back to Filayam, working on a scheme, a dream for the millions, phenomenon that I've seen.",san diego chile the new york city youre back to filayam working on a scheme a dream for the millions phenomenon that ive seen,0.2916666666666667,0.125,24
Lushlife - Toynbee Suite,361.0,365.0,4.0,about the hellions ideology scream phoenix and they just tell me im,about the hellions ideology scream phoenix and they just tell me im, about the hell of y'all ideology screen phoenix and they just tell me y'all,about the hell of yall ideology screen phoenix and they just tell me yall,0.4166666666666667,0.19402985074626866,12
Lushlife - Toynbee Suite,365.0,371.0,6.0,all lost in cinema instead of writing my senators im inventing a new way of telling them how they ended up lost in the,all lost in cinema instead of writing my senators im inventing a new way of telling them how they ended up lost in the," All lost in cinema, I'm standing right in my senators, I'm inventing a new way of killing them, how they ended up.",all lost in cinema im standing right in my senators im inventing a new way of killing them how they ended up,0.3333333333333333,0.22033898305084745,24
Lushlife - Toynbee Suite,371.0,376.0,5.0,newspapers too late for sending up i dont want to be hit by the union goons they sending up,newspapers too late for sending up i dont want to be hit by the union goons they sending up, Newspapers too late for sending up. I don't want to be hit by the union goons. They send it up,newspapers too late for sending up i dont want to be hit by the union goons they send it up,0.10526315789473684,0.03296703296703297,19
Lushlife - Toynbee Suite,387.0,395.0,8.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,395.0,404.0,9.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,404.0,414.0,10.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,414.0,420.0,6.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,420.0,425.0,5.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,425.0,431.0,6.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,431.0,438.0,7.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,438.0,446.0,8.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,446.0,455.0,9.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,455.0,465.0,10.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,465.0,476.0,11.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,476.0,482.0,6.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,482.0,493.0,11.0,back to life again back up on the corner spot either on the block back on the mic again ghost in your soul still just a likening still feel,back to life again back up on the corner spot either on the block back on the mic again ghost in your soul still just a likening still feel, back to life again back up on the corner spot either on the block back on the mic again ghost in your soul still just to like and then still feel,back to life again back up on the corner spot either on the block back on the mic again ghost in your soul still just to like and then still feel,0.13793103448275862,0.07194244604316546,29
Lushlife - Toynbee Suite,493.0,502.0,9.0,the world in my face and its still frightening lush vida supreme where jupiter was still a dream in a gas giant last of the ibrahims last of the,the world in my face and its still frightening lush vida supreme where jupiter was still a dream in a gas giant last of the ibrahims last of the, the world in my face and it's still frightening. Lush Vita Supreme with Jupiter was still a dream and the gas giant lasted the Ibrahims lasted the.,the world in my face and its still frightening lush vita supreme with jupiter was still a dream and the gas giant lasted the ibrahims lasted the,0.27586206896551724,0.1111111111111111,29
Lushlife - Toynbee Suite,502.0,511.0,9.0,philistines everybody still alive ghost in the kerosene celebrate the eloheim whatever you wanted i gave it to you readily my head,philistines everybody still alive ghost in the kerosene celebrate the eloheim whatever you wanted i gave it to you readily my head, Philistines everybody still alive ghosts in the kerosene celebrate the Elohim whatever you wanted I gave it to you readily my head,philistines everybody still alive ghosts in the kerosene celebrate the elohim whatever you wanted i gave it to you readily my head,0.09090909090909091,0.015384615384615385,22
Lushlife - Toynbee Suite,510.0,520.0,10.0,my head is full of ghosts science is ahead of me melody in the atoms vibrating and they telling me its still possible but im tired the drive dead in me,my head is full of ghosts science is ahead of me melody in the atoms vibrating and they telling me its still possible but im tired the drive dead in me, My head is full of ghost signs is ahead of me melody in the atoms vibrating and they telling me it's still possible But I'm tired the drive dead in me,my head is full of ghost signs is ahead of me melody in the atoms vibrating and they telling me its still possible but im tired the drive dead in me,0.06451612903225806,0.033112582781456956,31
Lushlife - Toynbee Suite,519.0,530.0,11.0,me resurrect the legacy and im a be there my sister gone be there my mother gone be there the birds gonna be there the birds gonna be there the birds gonna be there,me resurrect the legacy and im a be there my sister gone be there my mother gone be there the birds gonna be there the birds gonna be there the birds gonna be there, me resurrect the legacy and I'm gonna be there my sister gonna be there my mother gonna be there the birds gonna be there the birds gonna be there the birds gonna be there,me resurrect the legacy and im gonna be there my sister gonna be there my mother gonna be there the birds gonna be there the birds gonna be there the birds gonna be there,0.08823529411764706,0.04878048780487805,34
Lushlife - Toynbee Suite,530.0,540.0,10.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,540.0,550.0,10.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,550.0,560.0,10.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,560.0,570.0,10.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,570.0,580.0,10.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,580.0,585.0,5.0,,, you,you,1.0,3.0,1
Lushlife - Toynbee Suite,585.0,595.0,10.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,595.0,605.0,10.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,605.0,615.0,10.0,,,,,0.0,0.0,1
Lushlife - Toynbee Suite,615.0,626.0,11.0,,,,,0.0,0.0,1
Matthew Entwistle - Dont You Ever,0.0,10.0,10.0,,,,,0.0,0.0,1
Matthew Entwistle - Dont You Ever,10.0,17.0,7.0,,,,,0.0,0.0,1
Matthew Entwistle - Dont You Ever,17.0,23.0,6.0,,,,,0.0,0.0,1
Matthew Entwistle - Dont You Ever,23.0,29.0,6.0,,,,,0.0,0.0,1
Matthew Entwistle - Dont You Ever,29.0,33.0,4.0,we maybe all,we maybe all, We may be young,we may be young,1.0,0.5,3
Matthew Entwistle - Dont You Ever,33.0,39.0,6.0,got lives to live till were done,got lives to live till were done, God lives to live till we're done.,god lives to live till were done,0.14285714285714285,0.03125,7
Matthew Entwistle - Dont You Ever,38.0,44.0,6.0,some things wont go my way,some things wont go my way, Some things won't go my way,some things wont go my way,0.0,0.0,6
Matthew Entwistle - Dont You Ever,44.0,49.0,5.0,i know this but i pray,i know this but i pray," I know this, but I pray",i know this but i pray,0.0,0.0,6
Matthew Entwistle - Dont You Ever,51.0,57.0,6.0,bag you wont be far,bag you wont be far, That you won't be far,that you wont be far,0.2,0.15789473684210525,5
Matthew Entwistle - Dont You Ever,57.0,63.0,6.0,cause youve stolen my heart,cause youve stolen my heart, Cause you've stolen my heart,cause youve stolen my heart,0.0,0.0,5
Matthew Entwistle - Dont You Ever,62.0,67.0,5.0,you may take advantage of me,you may take advantage of me, You may take advantage of me,you may take advantage of me,0.0,0.0,6
Matthew Entwistle - Dont You Ever,67.0,72.0,5.0,but dont you ever hurt me,but dont you ever hurt me, But don't you ever hurt me,but dont you ever hurt me,0.0,0.0,6
Matthew Entwistle - Dont You Ever,72.0,81.0,9.0,dont think im someone you can figure out cause i feel so very conflicted,dont think im someone you can figure out cause i feel so very conflicted, Don't think I'm someone you can figure out Cause I feel so very conflicted,dont think im someone you can figure out cause i feel so very conflicted,0.0,0.0,14
Matthew Entwistle - Dont You Ever,81.0,89.0,8.0,but in fact i really love you though it doesnt always show,but in fact i really love you though it doesnt always show, But in fact I really love you Though it doesn't always show,but in fact i really love you though it doesnt always show,0.0,0.0,12
Matthew Entwistle - Dont You Ever,89.0,98.0,9.0,so we maybe all got lives to live till were done,so we maybe all got lives to live till were done, So we may be young God lives to live till we're done,so we may be young god lives to live till were done,0.36363636363636365,0.14583333333333334,11
Matthew Entwistle - Dont You Ever,98.0,108.0,10.0,you may take advantage of me baby but dont you ever hurt me,you may take advantage of me baby but dont you ever hurt me," You may take advantage of me, baby, but don't you ever hurt me",you may take advantage of me baby but dont you ever hurt me,0.0,0.0,13
Meaxic - You Listen,0.0,10.0,10.0,,, you,you,1.0,3.0,1
Meaxic - You Listen,10.0,15.0,5.0,,,,,0.0,0.0,1
Meaxic - You Listen,15.0,21.0,6.0,,, you,you,1.0,3.0,1
Meaxic - You Listen,21.0,28.0,7.0,,, you,you,1.0,3.0,1
Meaxic - You Listen,28.0,36.0,8.0,,, you,you,1.0,3.0,1
Meaxic - You Listen,36.0,44.0,8.0,how do you never hear me but break my fall,how do you never hear me but break my fall, How do you never hear me but break my fall?,how do you never hear me but break my fall,0.0,0.0,10
Meaxic - You Listen,44.0,50.0,6.0,despite all the signs that stay in me,despite all the signs that stay in me, Despite all the signs that stain me,despite all the signs that stain me,0.25,0.05405405405405406,8
Meaxic - You Listen,50.0,54.0,4.0,you absolve,you absolve, You observe,you observe,0.5,0.2727272727272727,2
Meaxic - You Listen,54.0,60.0,6.0,you dont even know me what im about,you dont even know me what im about, You don't even know me what I'm about,you dont even know me what im about,0.0,0.0,8
Meaxic - You Listen,60.0,65.0,5.0,but you treat me with purity,but you treat me with purity, But you treat me with purity,but you treat me with purity,0.0,0.0,6
Meaxic - You Listen,64.0,74.0,10.0,with no insecurity your truth reveals,with no insecurity your truth reveals," With no insecurity, your truth reveals",with no insecurity your truth reveals,0.0,0.0,6
Meaxic - You Listen,75.0,82.0,7.0,,, Thank you.,thank you,2.0,9.0,1
Meaxic - You Listen,82.0,90.0,8.0,why do you accept,why do you accept, Why do you accept?,why do you accept,0.0,0.0,4
Meaxic - You Listen,90.0,100.0,10.0,while so many others reject,while so many others reject, While so many others reject,while so many others reject,0.0,0.0,5
Meaxic - You Listen,100.0,107.0,7.0,or do you just yield to anyone,or do you just yield to anyone, Or do you just yield to anyone?,or do you just yield to anyone,0.0,0.0,7
Meaxic - You Listen,107.0,113.0,6.0,,, Thank you.,thank you,2.0,9.0,1
Meaxic - You Listen,113.0,118.0,5.0,,,,,0.0,0.0,1
Meaxic - You Listen,123.0,132.0,9.0,i try to derive the meaning of your insights,i try to derive the meaning of your insights, I try to derive the meaning of your insights,i try to derive the meaning of your insights,0.0,0.0,9
Meaxic - You Listen,132.0,140.0,8.0,but nothing denies the feeling that you agnize,but nothing denies the feeling that you agnize, But nothing denies the feeling that you ignite,but nothing denies the feeling that you ignite,0.125,0.043478260869565216,8
Meaxic - You Listen,140.0,150.0,10.0,melody flows so easily and perfectly explains,melody flows so easily and perfectly explains, The melody flows so easily and perfectly explains.,the melody flows so easily and perfectly explains,0.14285714285714285,0.08888888888888889,7
Meaxic - You Listen,150.0,158.0,8.0,the fire you lit inside my soul but,the fire you lit inside my soul but, The fire you lit inside my soul,the fire you lit inside my soul,0.125,0.11428571428571428,8
Meaxic - You Listen,157.0,163.0,6.0,but you never know you never know,but you never know you never know," But you'll never know, you'll never know",but youll never know youll never know,0.2857142857142857,0.12121212121212122,7
Meaxic - You Listen,163.0,173.0,10.0,you never know know know,you never know know know, You never know No no,you never know no no,0.4,0.16666666666666666,5
Meaxic - You Listen,173.0,180.0,7.0,,, Thank you.,thank you,2.0,9.0,1
Meaxic - You Listen,180.0,190.0,10.0,,, you,you,1.0,3.0,1
Meaxic - You Listen,190.0,196.0,6.0,,, you,you,1.0,3.0,1
Meaxic - You Listen,196.0,203.0,7.0,,, you,you,1.0,3.0,1
Meaxic - You Listen,203.0,210.0,7.0,,, you,you,1.0,3.0,1
Meaxic - You Listen,210.0,216.0,6.0,guess you never know the strength,guess you never know the strength, Guess you never know the strength,guess you never know the strength,0.0,0.0,6
Meaxic - You Listen,216.0,224.0,8.0,never know the insanity youll never know the,never know the insanity youll never know the," Never know the insanity, you'll never know",never know the insanity youll never know,0.125,0.09090909090909091,8
Meaxic - You Listen,223.0,228.0,5.0,the wonder you define,the wonder you define, The wonder you define,the wonder you define,0.0,0.0,4
Meaxic - You Listen,230.0,237.0,7.0,guess you never know the way you save me,guess you never know the way you save me, Guess you'll never know the way you saved me,guess youll never know the way you saved me,0.2222222222222222,0.075,9
Meaxic - You Listen,237.0,241.0,4.0,maybe another time another place,maybe another time another place," Maybe another time, another place",maybe another time another place,0.0,0.0,5
Meaxic - You Listen,241.0,246.0,5.0,and the words will all can only do,and the words will all can only do, And the words alone can only do,and the words alone can only do,0.25,0.20588235294117646,8
Meaxic - You Listen,246.0,257.0,11.0,so much,so much, So much,so much,0.0,0.0,2
Meaxic - You Listen,256.0,261.0,5.0,you listen,you listen, You listen.,you listen,0.0,0.0,2
Meaxic - You Listen,261.0,267.0,6.0,,,,,0.0,0.0,1
Meaxic - You Listen,267.0,274.0,7.0,,, you,you,1.0,3.0,1
Meaxic - You Listen,274.0,282.0,8.0,,, you,you,1.0,3.0,1
Meaxic - You Listen,282.0,289.0,7.0,,, you,you,1.0,3.0,1
Meaxic - You Listen,289.0,298.0,9.0,,,,,0.0,0.0,1
Meaxic - You Listen,298.0,305.0,7.0,maybe in another time our energies will intertwine and you feel every single note i,maybe in another time our energies will intertwine and you feel every single note i, Maybe in another time our energies will intertwine You'll feel every single note I-,maybe in another time our energies will intertwine youll feel every single note i,0.13333333333333333,0.07228915662650602,15
Meaxic - You Listen,320.0,325.0,5.0,,,,,0.0,0.0,1
Meaxic - You Listen,325.0,336.0,11.0,,, you,you,1.0,3.0,1
Meaxic - You Listen,336.0,343.0,7.0,,, you,you,1.0,3.0,1
Meaxic - You Listen,343.0,351.0,8.0,,, you,you,1.0,3.0,1
Meaxic - You Listen,360.0,370.0,10.0,,, you,you,1.0,3.0,1
Meaxic - You Listen,370.0,375.0,5.0,,,,,0.0,0.0,1
Meaxic - You Listen,375.0,381.0,6.0,,, you,you,1.0,3.0,1
Meaxic - You Listen,381.0,388.0,7.0,,, you,you,1.0,3.0,1
Meaxic - You Listen,388.0,396.0,8.0,,, you,you,1.0,3.0,1
Meaxic - You Listen,396.0,400.0,4.0,,,,,0.0,0.0,1
Meaxic - You Listen,400.0,408.0,8.0,,, you,you,1.0,3.0,1
Music Delta - 80s Rock,1.0,5.0,4.0,now youre at my door,now youre at my door, Now you're at my door,now youre at my door,0.0,0.0,5
Music Delta - 80s Rock,5.0,10.0,5.0,and i know youre still unsure,and i know youre still unsure, And I know you're still unsure,and i know youre still unsure,0.0,0.0,6
Music Delta - 80s Rock,10.0,19.0,9.0,but ill hold you so tight lets make this last if just tonight,but ill hold you so tight lets make this last if just tonight, But I'll hold you so tight Let's make this last if just tonight,but ill hold you so tight lets make this last if just tonight,0.0,0.0,13
Music Delta - 80s Rock,19.0,27.0,8.0,here tonight im here youre here,here tonight im here youre here," Here tonight, I'm here, you're here",here tonight im here youre here,0.0,0.0,6
Music Delta - 80s Rock,27.0,36.0,9.0,were here tonight tonight oh,were here tonight tonight oh," We're here tonight, tonight, oh",were here tonight tonight oh,0.0,0.0,5
Music Delta - Beatles,0.0,4.0,4.0,ive been looking everywhere,ive been looking everywhere, I've been looking everywhere,ive been looking everywhere,0.0,0.0,4
Music Delta - Beatles,4.0,14.0,10.0,without a worry and without a care you know that all i have i will i will share with you,without a worry and without a care you know that all i have i will i will share with you, Without a worry and without a care you know that all I have I will I'll share with you,without a worry and without a care you know that all i have i will ill share with you,0.1,0.03409090909090909,20
Music Delta - Beatles,14.0,21.0,7.0,oh its true ive been looking everywhere,oh its true ive been looking everywhere," Oh, it's true I've been looking everywhere",oh its true ive been looking everywhere,0.0,0.0,7
Music Delta - Beatles,21.0,29.0,8.0,without a worry and without a care you know that all that i have,without a worry and without a care you know that all that i have, Without a worry and without a care You know that all that I have,without a worry and without a care you know that all that i have,0.0,0.0,14
Music Delta - Beatles,28.0,36.0,8.0,i will share with you with you,i will share with you with you, I will share with you with you,i will share with you with you,0.0,0.0,7
Music Delta - Britpop,0.0,5.0,5.0,woke up today so much to say,woke up today so much to say, woke up today so much to say,woke up today so much to say,0.0,0.0,7
