Song,Split,Start,End,Duration,Words,Lyric,chunk_path,has_lyrics,mixture_chunk_path,drums_chunk_path,bass_chunk_path,other_chunk_path,vocals_chunk_path
Lushlife - Toynbee Suite,Train,156.0,161.0,5.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_156.00_161.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_156_161.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_156_161.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_156_161.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_156_161.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_156_161.wav
Lushlife - Toynbee Suite,Train,161.0,169.0,8.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_161.00_169.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_161_169.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_161_169.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_161_169.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_161_169.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_161_169.wav
Lushlife - Toynbee Suite,Train,169.0,175.0,6.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_169.00_175.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_169_175.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_169_175.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_169_175.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_169_175.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_169_175.wav
Lushlife - Toynbee Suite,Train,175.0,183.0,8.0,24,set trips in visual clips several fist along scripts this monolith in blur tap matter format shattered the attic swells all parallel data lost,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_175.00_183.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_175_183.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_175_183.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_175_183.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_175_183.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_175_183.wav
Lushlife - Toynbee Suite,Train,183.0,193.0,10.0,38,this black orbit flushed dust settle on plan zee your planet is stumped in a trance to cause puppets to run amuck controlling terror in an era that's pushed back steps through the mirror while reality cracks shift,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_183.00_193.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_183_193.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_183_193.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_183_193.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_183_193.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_183_193.wav
Lushlife - Toynbee Suite,Train,193.0,198.0,5.0,14,hate to pretend surrender time and again the possibilities insist it's never an end,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_193.00_198.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_193_198.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_193_198.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_193_198.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_193_198.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_193_198.wav
Lushlife - Toynbee Suite,Train,198.0,209.0,11.0,36,dream seems to be shattered from jump your looking at me i'm looking at you do we need to agree memory banks flooded gut human condition all premonition is lost here but nobody listens nobody listens,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_198.00_209.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_198_209.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_198_209.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_198_209.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_198_209.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_198_209.wav
Lushlife - Toynbee Suite,Train,209.0,215.0,6.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_209.00_215.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_209_215.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_209_215.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_209_215.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_209_215.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_209_215.wav
Lushlife - Toynbee Suite,Train,215.0,222.0,7.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_215.00_222.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_215_222.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_215_222.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_215_222.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_215_222.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_215_222.wav
Lushlife - Toynbee Suite,Train,222.0,231.0,9.0,31,if you watch then the words just come alive and the dream feel real in a lullaby why i'm spending my life telling them otherwise if she dies then i'm live,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_222.00_231.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_222_231.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_222_231.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_222_231.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_222_231.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_222_231.wav
Lushlife - Toynbee Suite,Train,231.0,240.0,9.0,45,on the other side so i drive all night just to tell 'em maybe if they see it then the world won't dead 'em ghosts in they heads and they just won't listen so i'm back on the block in the 'lac with a mission,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_231.00_240.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_231_240.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_231_240.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_231_240.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_231_240.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_231_240.wav
Lushlife - Toynbee Suite,Train,240.0,248.0,8.0,27,i'm a spit a shortwave transmission interrupting the hellions on the television floss when they living lost in the myriad lies of politicians lost in the prism,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_240.00_248.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_240_248.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_240_248.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_240_248.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_240_248.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_240_248.wav
Lushlife - Toynbee Suite,Train,248.0,256.0,8.0,32,all i really want is birds in the junipers if the world don't stop from the lucifers i'll be happy that they live in the universe eternally yours waiting here for jupiter,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_248.00_256.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_248_256.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_248_256.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_248_256.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_248_256.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_248_256.wav
Lushlife - Toynbee Suite,Train,266.0,275.0,9.0,29,plus back home i never answer the phone i'm all alone south philly hellion thugs like a terrordome never known sleep with the birds until they send me home,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_266.00_275.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_266_275.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_266_275.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_266_275.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_266_275.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_266_275.wav
Lushlife - Toynbee Suite,Train,275.0,281.0,6.0,21,knight ridder nightmare nighttimes i'm dead and gone with all the lights out the birds is chirping i'm steady working my,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_275.00_281.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_275_281.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_275_281.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_275_281.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_275_281.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_275_281.wav
Lushlife - Toynbee Suite,Train,281.0,291.0,10.0,37,life out that's that accordion humming before the night's out 'cause when they send 'em to get me they read my rights out black then it's lights out secure the blast door or flee the country with,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_281.00_291.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_281_291.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_281_291.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_281_291.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_281_291.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_281_291.wav
Lushlife - Toynbee Suite,Train,291.0,301.0,10.0,35,money and just a passport the grinning man is just spinning inside the task force so i don't want to be asking him what the mask for that's what the last bol this ain't bradbury,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_291.00_301.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_291_301.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_291_301.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_291_301.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_291_301.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_291_301.wav
Lushlife - Toynbee Suite,Train,301.0,310.0,9.0,32,this ain't roddenberry it's just a matter of fact this isn't monetary the monastery is a hellion cult that's out to get me out to wet me with a million volts and,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_301.00_310.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_301_310.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_301_310.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_301_310.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_301_310.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_301_310.wav
Lushlife - Toynbee Suite,Train,334.0,343.0,9.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_334.00_343.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_334_343.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_334_343.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_334_343.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_334_343.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_334_343.wav
Lushlife - Toynbee Suite,Train,343.0,352.0,9.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_343.00_352.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_343_352.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_343_352.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_343_352.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_343_352.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_343_352.wav
Lushlife - Toynbee Suite,Train,352.0,361.0,9.0,24,santiago chile to new york city or back to philly i'm working on a scheme a dream for the millions phenomenon that i seen,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_352.00_361.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_352_361.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_352_361.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_352_361.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_352_361.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_352_361.wav
Lushlife - Toynbee Suite,Train,361.0,365.0,4.0,12,about the hellions ideology scream phoenix and they just tell me i'm,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_361.00_365.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_361_365.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_361_365.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_361_365.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_361_365.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_361_365.wav
Lushlife - Toynbee Suite,Train,365.0,371.0,6.0,24,all lost in cinema instead of writing my senators i'm inventing a new way of telling them how they ended up lost in the,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_365.00_371.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_365_371.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_365_371.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_365_371.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_365_371.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_365_371.wav
Lushlife - Toynbee Suite,Train,371.0,376.0,5.0,19,newspapers too late for sending up i don't want to be hit by the union goons they sending up,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_371.00_376.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_371_376.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_371_376.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_371_376.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_371_376.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_371_376.wav
Lushlife - Toynbee Suite,Train,387.0,395.0,8.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_387.00_395.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_387_395.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_387_395.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_387_395.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_387_395.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_387_395.wav
Lushlife - Toynbee Suite,Train,395.0,404.0,9.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_395.00_404.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_395_404.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_395_404.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_395_404.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_395_404.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_395_404.wav
Lushlife - Toynbee Suite,Train,404.0,414.0,10.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_404.00_414.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_404_414.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_404_414.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_404_414.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_404_414.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_404_414.wav
Lushlife - Toynbee Suite,Train,414.0,420.0,6.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_414.00_420.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_414_420.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_414_420.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_414_420.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_414_420.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_414_420.wav
Lushlife - Toynbee Suite,Train,420.0,425.0,5.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_420.00_425.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_420_425.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_420_425.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_420_425.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_420_425.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_420_425.wav
Lushlife - Toynbee Suite,Train,425.0,431.0,6.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Lushlife - Toynbee Suite_425.00_431.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Lushlife - Toynbee Suite_425_431.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Lushlife - Toynbee Suite_425_431.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Lushlife - Toynbee Suite_425_431.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Lushlife - Toynbee Suite_425_431.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Lushlife - Toynbee Suite_425_431.wav
