chunk_path,Song,Start,End,Lyric,has_lyrics,augmented_from
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Lushlife - Toynbee Suite_96_100.wav,Lushlife - Toynbee Suite,96,100,begged and i tried and they had me choked up murder every journalist,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Lushlife - Toynbee Suite_100_109.wav,Lushlife - Toynbee Suite,100,109,they won't hear a word of it tell 'em what i could see in the asphalt they heard of it why david mamet don't lie you deserving it spitting truth in the cracks of the,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Lushlife - Toynbee Suite_109_118.wav,Lushlife - Toynbee Suite,109,118,asphalt they heard of it murder every journalist they won't hear a word of it tell 'em what i could see in the asphalt they heard of it why david mamet,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Lushlife - Toynbee Suite_118_126.wav,Lushlife - Toynbee Suite,118,126,don't lie you deserving it spitting truth in the cracks of the asphalt they heard of it,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Lushlife - Toynbee Suite_175_183.wav,Lushlife - Toynbee Suite,175,183,set trips in visual clips several fist along scripts this monolith in blur tap matter format shattered the attic swells all parallel data lost,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Lushlife - Toynbee Suite_183_193.wav,Lushlife - Toynbee Suite,183,193,this black orbit flushed dust settle on plan zee your planet is stumped in a trance to cause puppets to run amuck controlling terror in an era that's pushed back steps through the mirror while reality cracks shift,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Lushlife - Toynbee Suite_193_198.wav,Lushlife - Toynbee Suite,193,198,hate to pretend surrender time and again the possibilities insist it's never an end,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Lushlife - Toynbee Suite_198_209.wav,Lushlife - Toynbee Suite,198,209,dream seems to be shattered from jump your looking at me i'm looking at you do we need to agree memory banks flooded gut human condition all premonition is lost here but nobody listens nobody listens,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Lushlife - Toynbee Suite_222_231.wav,Lushlife - Toynbee Suite,222,231,if you watch then the words just come alive and the dream feel real in a lullaby why i'm spending my life telling them otherwise if she dies then i'm live,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Lushlife - Toynbee Suite_231_240.wav,Lushlife - Toynbee Suite,231,240,on the other side so i drive all night just to tell 'em maybe if they see it then the world won't dead 'em ghosts in they heads and they just won't listen so i'm back on the block in the 'lac with a mission,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Lushlife - Toynbee Suite_240_248.wav,Lushlife - Toynbee Suite,240,248,i'm a spit a shortwave transmission interrupting the hellions on the television floss when they living lost in the myriad lies of politicians lost in the prism,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Lushlife - Toynbee Suite_248_256.wav,Lushlife - Toynbee Suite,248,256,all i really want is birds in the junipers if the world don't stop from the lucifers i'll be happy that they live in the universe eternally yours waiting here for jupiter,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Lushlife - Toynbee Suite_266_275.wav,Lushlife - Toynbee Suite,266,275,plus back home i never answer the phone i'm all alone south philly hellion thugs like a terrordome never known sleep with the birds until they send me home,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Lushlife - Toynbee Suite_275_281.wav,Lushlife - Toynbee Suite,275,281,knight ridder nightmare nighttimes i'm dead and gone with all the lights out the birds is chirping i'm steady working my,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Lushlife - Toynbee Suite_281_291.wav,Lushlife - Toynbee Suite,281,291,life out that's that accordion humming before the night's out 'cause when they send 'em to get me they read my rights out black then it's lights out secure the blast door or flee the country with,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Lushlife - Toynbee Suite_291_301.wav,Lushlife - Toynbee Suite,291,301,money and just a passport the grinning man is just spinning inside the task force so i don't want to be asking him what the mask for that's what the last bol this ain't bradbury,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Lushlife - Toynbee Suite_301_310.wav,Lushlife - Toynbee Suite,301,310,this ain't roddenberry it's just a matter of fact this isn't monetary the monastery is a hellion cult that's out to get me out to wet me with a million volts and,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Lushlife - Toynbee Suite_352_361.wav,Lushlife - Toynbee Suite,352,361,santiago chile to new york city or back to philly i'm working on a scheme a dream for the millions phenomenon that i seen,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Lushlife - Toynbee Suite_361_365.wav,Lushlife - Toynbee Suite,361,365,about the hellions ideology scream phoenix and they just tell me i'm,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Lushlife - Toynbee Suite_365_371.wav,Lushlife - Toynbee Suite,365,371,all lost in cinema instead of writing my senators i'm inventing a new way of telling them how they ended up lost in the,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Lushlife - Toynbee Suite_371_376.wav,Lushlife - Toynbee Suite,371,376,newspapers too late for sending up i don't want to be hit by the union goons they sending up,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Lushlife - Toynbee Suite_482_493.wav,Lushlife - Toynbee Suite,482,493,back to life again back up on the corner spot either on the block back on the mic again ghost in your soul still just a likening still feel,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Lushlife - Toynbee Suite_493_502.wav,Lushlife - Toynbee Suite,493,502,the world in my face and it's still frightening lush vida supreme where jupiter was still a dream in a gas giant last of the ibrahims last of the,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Lushlife - Toynbee Suite_502_511.wav,Lushlife - Toynbee Suite,502,511,philistines everybody still alive ghost in the kerosene celebrate the eloheim whatever you wanted i gave it to you readily my head,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Lushlife - Toynbee Suite_510_520.wav,Lushlife - Toynbee Suite,510,520,my head is full of ghosts science is ahead of me melody in the atoms vibrating and they telling me it's still possible but i'm tired the drive dead in me,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Lushlife - Toynbee Suite_519_530.wav,Lushlife - Toynbee Suite,519,530,me resurrect the legacy and i'm a be there my sister gone be there my mother gone be there the birds gonna be there the birds gonna be there the birds gonna be there,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Matthew Entwistle - Dont You Ever_29_33.wav,Matthew Entwistle - Dont You Ever,29,33,we maybe all,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Matthew Entwistle - Dont You Ever_33_39.wav,Matthew Entwistle - Dont You Ever,33,39,got lives to live till we're done,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Matthew Entwistle - Dont You Ever_38_44.wav,Matthew Entwistle - Dont You Ever,38,44,some things won't go my way,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Matthew Entwistle - Dont You Ever_44_49.wav,Matthew Entwistle - Dont You Ever,44,49,i know this but i pray,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Matthew Entwistle - Dont You Ever_51_57.wav,Matthew Entwistle - Dont You Ever,51,57,bag you won't be far,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Matthew Entwistle - Dont You Ever_57_63.wav,Matthew Entwistle - Dont You Ever,57,63,cause you've stolen my heart,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Matthew Entwistle - Dont You Ever_62_67.wav,Matthew Entwistle - Dont You Ever,62,67,you may take advantage of me,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Matthew Entwistle - Dont You Ever_67_72.wav,Matthew Entwistle - Dont You Ever,67,72,but don't you ever hurt me,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Matthew Entwistle - Dont You Ever_72_81.wav,Matthew Entwistle - Dont You Ever,72,81,don't think i'm someone you can figure out cause i feel so very conflicted,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Matthew Entwistle - Dont You Ever_81_89.wav,Matthew Entwistle - Dont You Ever,81,89,but in fact i really love you though it doesn't always show,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Matthew Entwistle - Dont You Ever_89_98.wav,Matthew Entwistle - Dont You Ever,89,98,so we maybe all got lives to live till we're done,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Matthew Entwistle - Dont You Ever_98_108.wav,Matthew Entwistle - Dont You Ever,98,108,you may take advantage of me baby but don't you ever hurt me,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Meaxic - You Listen_36_44.wav,Meaxic - You Listen,36,44,how do you never hear me but break my fall,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Meaxic - You Listen_44_50.wav,Meaxic - You Listen,44,50,despite all the signs that stay in me,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Meaxic - You Listen_50_54.wav,Meaxic - You Listen,50,54,you absolve,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Meaxic - You Listen_54_60.wav,Meaxic - You Listen,54,60,you don't even know me what i'm about,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Meaxic - You Listen_60_65.wav,Meaxic - You Listen,60,65,but you treat me with purity,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Meaxic - You Listen_64_74.wav,Meaxic - You Listen,64,74,with no insecurity your truth reveals,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Meaxic - You Listen_82_90.wav,Meaxic - You Listen,82,90,why do you accept,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Meaxic - You Listen_90_100.wav,Meaxic - You Listen,90,100,while so many others reject,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Meaxic - You Listen_100_107.wav,Meaxic - You Listen,100,107,or do you just yield to anyone,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Meaxic - You Listen_123_132.wav,Meaxic - You Listen,123,132,i try to derive the meaning of your insights,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Meaxic - You Listen_132_140.wav,Meaxic - You Listen,132,140,but nothing denies the feeling that you agnize,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Meaxic - You Listen_140_150.wav,Meaxic - You Listen,140,150,melody flows so easily and perfectly explains,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Meaxic - You Listen_150_158.wav,Meaxic - You Listen,150,158,the fire you lit inside my soul but,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Meaxic - You Listen_157_163.wav,Meaxic - You Listen,157,163,but you never know you never know,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Meaxic - You Listen_163_173.wav,Meaxic - You Listen,163,173,you never know know know,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Meaxic - You Listen_210_216.wav,Meaxic - You Listen,210,216,guess you never know the strength,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Meaxic - You Listen_216_224.wav,Meaxic - You Listen,216,224,never know the insanity you'll never know the,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Meaxic - You Listen_223_228.wav,Meaxic - You Listen,223,228,the wonder you define,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Meaxic - You Listen_230_237.wav,Meaxic - You Listen,230,237,guess you never know the way you save me,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Meaxic - You Listen_237_241.wav,Meaxic - You Listen,237,241,maybe another time another place,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Meaxic - You Listen_241_246.wav,Meaxic - You Listen,241,246,and the words will all can only do,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Meaxic - You Listen_246_257.wav,Meaxic - You Listen,246,257,so much,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Meaxic - You Listen_256_261.wav,Meaxic - You Listen,256,261,you listen,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Meaxic - You Listen_298_305.wav,Meaxic - You Listen,298,305,maybe in another time our energies will intertwine and you feel every single note i,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - 80s Rock_1_5.wav,Music Delta - 80s Rock,1,5,now you're at my door,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - 80s Rock_5_10.wav,Music Delta - 80s Rock,5,10,and i know you're still unsure,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - 80s Rock_10_19.wav,Music Delta - 80s Rock,10,19,but i'll hold you so tight let's make this last if just tonight,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - 80s Rock_19_27.wav,Music Delta - 80s Rock,19,27,here tonight i'm here you're here,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - 80s Rock_27_36.wav,Music Delta - 80s Rock,27,36,we're here tonight tonight oh,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Beatles_0_4.wav,Music Delta - Beatles,0,4,i've been looking everywhere,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Beatles_4_14.wav,Music Delta - Beatles,4,14,without a worry and without a care you know that all i have i will i will share with you,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Beatles_14_21.wav,Music Delta - Beatles,14,21,oh it's true i've been looking everywhere,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Beatles_21_29.wav,Music Delta - Beatles,21,29,without a worry and without a care you know that all that i have,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Beatles_28_36.wav,Music Delta - Beatles,28,36,i will share with you with you,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Britpop_0_5.wav,Music Delta - Britpop,0,5,woke up today so much to say,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Britpop_5_10.wav,Music Delta - Britpop,5,10,berried on a feeling's hiding and revealing what,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Britpop_10_14.wav,Music Delta - Britpop,10,14,would any figure my heart's gotten bigger,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Britpop_14_18.wav,Music Delta - Britpop,14,18,it can be a challenge carving out the balance,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Britpop_18_23.wav,Music Delta - Britpop,18,23,look at me you can see,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Britpop_23_32.wav,Music Delta - Britpop,23,32,what i need it's not there i know why i must try,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Britpop_32_36.wav,Music Delta - Britpop,32,36,do or die it's my time,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Country1_0_5.wav,Music Delta - Country1,0,5,it was another lonely night spent,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Country1_4_14.wav,Music Delta - Country1,4,14,spent following the moon's guardian light looking for something or someone to occupy my time,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Country1_18_22.wav,Music Delta - Country1,18,22,and though you didn't want to believe,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Country1_22_31.wav,Music Delta - Country1,22,31,i swore it someday i'd convince you to leave guess i'm a man of my word despite what you might have heard about me,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Country2_0_8.wav,Music Delta - Country2,0,8,when i wake up in the morning each day i give thanks to a certain man above and say,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Country2_8_17.wav,Music Delta - Country2,8,17,i love you and worship our splendor so thanks for for being me friend,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Disco_3_12.wav,Music Delta - Disco,3,12,oh yeah i wanna get a baby oh yeah oh yeah i wanna be a girl,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Disco_12_19.wav,Music Delta - Disco,12,19,cause i wanna have it inside and create a life oh yeah oh yeah,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Disco_19_23.wav,Music Delta - Disco,19,23,inside of me all the time,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Disco_32_40.wav,Music Delta - Disco,32,40,come on come on come on baby so you can feed them oh yeah,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Disco_62_66.wav,Music Delta - Disco,62,66,oh yeah baby inside on me yeah,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Disco_75_80.wav,Music Delta - Disco,75,80,i can feel it now i can feel it now oh yeah,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Disco_95_99.wav,Music Delta - Disco,95,99,so on and on oh yeah,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Gospel_0_8.wav,Music Delta - Gospel,0,8,jesus save my soul oh lord oh jesus save my soul oh lord,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Gospel_9_20.wav,Music Delta - Gospel,9,20,i was in the devil's grasp but he has brought be back now there's a fire,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Gospel_20_30.wav,Music Delta - Gospel,20,30,in my soul so will never be apart oh jesus save my soul oh lord,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Gospel_30_39.wav,Music Delta - Gospel,30,39,oh jesus save my soul oh lord oh he died for me,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Gospel_39_48.wav,Music Delta - Gospel,39,48,and now i'll live eternally because jesus saved my soul oh lord and,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Gospel_47_52.wav,Music Delta - Gospel,47,52,lord and now we'll walk in the streets pay with gold,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Gospel_52_58.wav,Music Delta - Gospel,52,58,oh glory glory hallelujah oh glory,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Gospel_58_65.wav,Music Delta - Gospel,58,65,glory hallelujah oh glory glory hallelujah,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Gospel_65_71.wav,Music Delta - Gospel,65,71,oh glory glory hallelujah,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Hendrix_0_4.wav,Music Delta - Hendrix,0,4,he likes mountain biking,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Hendrix_4_8.wav,Music Delta - Hendrix,4,8,he gets alive for the style,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Hendrix_8_12.wav,Music Delta - Hendrix,8,12,he likes it when he's bigger,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Hendrix_12_18.wav,Music Delta - Hendrix,12,18,oh he's just a stupid kind of guy,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Punk_0_6.wav,Music Delta - Punk,0,6,ya ya,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Punk_6_10.wav,Music Delta - Punk,6,10,i wanna be a sunburned star and i,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Reggae_0_8.wav,Music Delta - Reggae,0,8,everybody sing this is the reggae dream,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Reggae_8_13.wav,Music Delta - Reggae,8,13,got no work until tomorrow,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Reggae_13_17.wav,Music Delta - Reggae,13,17,this is the reggae dream oh,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Rock_0_8.wav,Music Delta - Rock,0,8,i don't wanna go cause if you really gotta know you are the best girl that i've ever had i won't leave you all alone,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Rock_8_12.wav,Music Delta - Rock,8,12,oh no oh no don't go don't go don't go,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Rockabilly_0_11.wav,Music Delta - Rockabilly,0,11,hand on my heart and you're on my mind my baby loves me but my love for you i cannot hide it's true,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Rockabilly_11_16.wav,Music Delta - Rockabilly,11,16,got a heart for two,TRUE,pitch-2
